CustomerID,Recency,Frequency,Monetary
16889,195,3,1578.67
13186,40,3,1575.89
13634,34,5,1575.16
13659,206,2,1573.2
17671,16,4,1572.71
16283,6,5,1570.81
12865,27,2,1568.23
15906,20,7,1567.69
15111,30,3,1567.48
17085,124,5,1566.65
17204,176,4,1564.56
18239,219,5,1561.61
14038,79,3,1560.38
16394,57,5,1555.34
13313,23,5,1555.32
16369,19,3,1553.66
15620,57,3,1553.18
15117,15,5,1551.78
13320,79,4,1548.7
14229,52,3,1547.2
14704,12,9,1546.91
16790,4,6,1545.6200000000001
13397,73,5,1544.13
15701,3,4,1542.14
12818,262,1,1542.08
16365,18,9,1540.42
17159,22,3,1538.88
13849,52,2,1537.95
12877,4,12,1535.77
15392,5,4,1535.53
15625,104,4,1534.26
13107,45,4,1531.6200000000001
12759,53,3,1531.44
14321,11,5,1530.75
14567,57,2,1530.36
15916,17,8,1528.09
16244,212,2,1522.75
16434,30,7,1522.25
16066,17,5,1521.8700000000001
13764,71,3,1521.76
13213,57,5,1520.58
16880,31,7,1519.08
14267,163,3,1516.24
13791,128,2,1516.0
16748,18,5,1515.9
16053,33,2,1511.95
16910,5,8,1510.06
16279,22,3,1509.58
16016,4,8,1508.76
15265,152,2,1506.1200000000001
12937,16,4,1504.27
15530,22,4,1502.35
16762,20,3,1501.3799999999999
13810,29,3,1499.01
17571,51,4,1498.51
14414,92,7,1496.98
16755,115,3,1496.83
17002,86,3,1493.73
15057,276,2,1489.5
13110,32,7,1488.67
13692,25,3,1488.32
14963,10,5,1487.8
17553,130,1,1487.6
16395,61,5,1486.8999999999999
14878,13,9,1485.54
14758,145,4,1484.06
18016,33,5,1483.56
15427,34,3,1483.14
17590,3,3,1479.22
14403,131,4,1475.81
15983,23,4,1475.02
12826,3,7,1474.72
14404,34,6,1474.32
14246,111,3,1474.06
15128,61,4,1471.0
16348,33,7,1469.45
14875,108,2,1465.32
12882,10,2,1463.04
14233,50,4,1462.72
14541,59,8,1461.65
17063,22,7,1461.14
16059,66,6,1459.86
16996,31,6,1456.96
13309,8,5,1456.79
13477,38,6,1454.58
15987,13,7,1451.28
14740,198,3,1448.21
15426,20,5,1447.39
14591,16,4,1447.14
17073,18,4,1446.09
13717,33,6,1445.01
13461,39,3,1445.0
17175,45,4,1443.69
15478,41,2,1441.42
15858,16,5,1438.85
14071,4,8,1438.82
13159,9,4,1437.85
14566,111,1,1432.0
16503,107,4,1431.93
13475,192,4,1431.78
16103,8,6,1429.64
16271,3,5,1429.24
14035,29,5,1428.02
15681,26,5,1426.16
15106,18,5,1422.52
16463,22,4,1422.4
16571,27,3,1421.69
14019,47,3,1421.61
14901,12,9,1421.29
14443,54,4,1420.2
17288,10,7,1419.73
16173,16,6,1418.32
15444,10,2,1418.26
17856,2,4,1418.03
18116,68,8,1418.03
14649,5,4,1417.29
14748,30,5,1415.75
16012,36,3,1415.29
16245,24,3,1413.66
17004,47,2,1412.94
15237,2,4,1412.32
15596,101,5,1406.59
17083,110,3,1405.78
15563,23,4,1400.44
14741,12,6,1400.34
18202,200,3,1396.99
13995,16,5,1393.69
17354,51,1,1393.06
15810,79,4,1391.98
15051,24,3,1391.61
13414,134,3,1390.5
13516,22,3,1389.41
15898,2,5,1388.88
16539,3,4,1388.81
15453,2,7,1388.37
15134,15,8,1387.99
12952,6,4,1387.79
17676,5,6,1387.68
12775,18,5,1386.04
13308,23,3,1385.51
18167,24,3,1384.86
17311,79,2,1384.85
13572,206,1,1384.25
14507,24,6,1383.18
14116,20,5,1382.74
16389,54,4,1382.07
16726,27,5,1382.02
17621,22,3,1379.9
12886,68,2,1378.4
15569,104,5,1375.71
16669,24,3,1374.87
14434,22,6,1372.8
15095,104,4,1370.6
13813,40,4,1366.86
14897,8,4,1366.38
13396,30,2,1360.99
14102,6,5,1360.28
15411,27,4,1358.88
13232,13,7,1357.6
17054,29,5,1356.33
14064,30,5,1353.74
14859,13,4,1353.74
15116,18,4,1352.75
16079,17,3,1352.0
16493,80,4,1351.6299999999999
12770,211,1,1351.45
12646,5,2,1346.97
14154,240,2,1345.62
15398,17,2,1345.53
12463,54,4,1344.78
17372,41,8,1342.68
16317,120,3,1341.65
13743,3,7,1341.6
18177,32,6,1341.42
16045,120,4,1340.7
13501,289,1,1340.32
15734,115,2,1339.45
12620,15,3,1339.41
15059,41,9,1337.72
16110,46,3,1337.48
12919,9,6,1335.19
15680,10,3,1333.68
17932,30,3,1331.57
12676,25,6,1331.3899999999999
16295,10,4,1328.55
15146,165,2,1327.16
17633,32,4,1324.84
12854,79,3,1324.5
17095,23,3,1324.16
16370,83,4,1320.56
14794,3,7,1319.91
13168,37,4,1319.19
16083,101,2,1317.62
12526,1,3,1316.66
14921,31,2,1316.07
12576,36,5,1315.83
14511,12,5,1314.81
16464,20,3,1314.68
14973,108,3,1314.45
14738,43,7,1314.45
16040,66,3,1313.55
12364,8,4,1313.1
12516,78,2,1312.06
14856,37,3,1311.38
14477,20,4,1309.6
16120,60,4,1309.14
14047,9,5,1308.61
13328,317,1,1308.48
14297,18,4,1305.33
12507,135,3,1304.81
16744,12,7,1304.76
17919,89,1,1304.04
15813,208,2,1303.9099999999999
14898,24,6,1303.52
15108,142,4,1300.25
15494,22,2,1299.23
12488,10,3,1298.66
12372,72,3,1298.04
15602,9,9,1297.87
17961,22,39,1296.44
16929,4,7,1295.39
16224,58,4,1295.3
15621,5,4,1293.03
16101,71,1,1290.7
15171,332,1,1289.5
15136,3,4,1286.7
16949,4,6,1286.27
17350,9,4,1286.07
17802,83,3,1285.04
16899,8,6,1281.56
13878,55,1,1281.53
13538,44,7,1280.85
16951,135,3,1277.75
16692,257,2,1276.0
17019,12,4,1272.61
12394,64,2,1272.48
12630,10,2,1270.88
14669,242,3,1269.99
13492,137,3,1269.84
13431,68,2,1269.1
14916,71,4,1268.98
15199,60,4,1268.7
16660,17,4,1267.65
17037,88,1,1267.32
17158,33,3,1266.97
14105,240,1,1266.23
13989,66,2,1266.08
16842,101,3,1264.19
15497,18,2,1262.2
15009,13,3,1261.78
16688,2,4,1260.8600000000001
17388,78,4,1259.56
17412,3,7,1258.06
13151,296,1,1257.87
14931,5,5,1257.68
16639,32,3,1257.51
17481,4,4,1255.59
13848,93,3,1255.0
17262,53,5,1253.3600000000001
14698,2,5,1250.76
14383,39,3,1247.69
12689,26,2,1247.61
13029,31,3,1247.5
15004,148,1,1246.32
12494,16,7,1246.1
13860,2,5,1245.9
14428,8,5,1244.83
16531,23,7,1244.59
17584,8,2,1242.3
17588,101,3,1240.2
17731,80,4,1240.11
12985,1,2,1239.38
13476,179,2,1238.47
14893,10,2,1237.85
13931,96,2,1237.53
15201,88,5,1236.54
14684,26,5,1236.28
15376,41,3,1233.36
15910,1,8,1232.18
18080,19,2,1231.5
18171,59,5,1231.31
14913,36,4,1227.43
12997,23,4,1226.8899999999999
12412,75,3,1226.8799999999999
17774,97,4,1225.41
15841,73,4,1224.06
13208,59,6,1223.9
16794,2,10,1222.71
14745,113,5,1220.26
15227,37,5,1219.4
13491,52,10,1215.82
17410,17,5,1214.72
13055,79,3,1214.41
18263,26,3,1213.16
13918,50,2,1212.84
16653,17,2,1212.66
12464,11,8,1212.05
17653,37,4,1207.56
15737,15,8,1205.12
16800,12,1,1201.49
13158,95,4,1201.06
17320,101,3,1200.62
17800,38,9,1199.01
15605,37,5,1198.23
13118,20,5,1197.81
13211,11,3,1197.42
16042,23,5,1197.27
17867,31,6,1197.1
14487,27,6,1196.33
17720,27,4,1195.94
17526,5,4,1195.9
15145,5,4,1194.73
12611,53,1,1193.32
13882,3,5,1191.13
12462,19,2,1189.59
16612,33,4,1187.66
15630,46,2,1186.35
13752,125,6,1186.28
17058,82,3,1179.89
16950,57,3,1178.56
12885,64,3,1175.22
12640,24,3,1174.58
15306,65,3,1174.35
14857,60,2,1173.12
13611,90,3,1171.8
18168,177,6,1169.94
12358,2,2,1168.06
13500,24,3,1166.77
14737,4,3,1164.55
14261,51,2,1163.45
14447,19,5,1163.23
16714,219,3,1161.53
12546,47,2,1161.5
15088,22,2,1160.07
17348,15,5,1159.52
13499,18,5,1159.11
16184,65,6,1158.79
14723,11,6,1158.3
13744,96,2,1156.36
16637,33,4,1154.47
16062,10,4,1153.62
12710,97,3,1149.02
17505,162,2,1145.84
16766,274,2,1145.6
12769,239,1,1143.6
17770,199,5,1143.27
18125,30,4,1142.99
15985,124,2,1142.42
16270,354,1,1141.24
13330,93,3,1140.93
13819,302,3,1140.35
16172,96,5,1140.21
17135,17,7,1139.73
17500,18,3,1138.0
17302,15,5,1135.63
17242,109,2,1135.04
15489,23,3,1134.28
16989,8,6,1133.25
17585,110,4,1133.07
13282,19,3,1132.1399999999999
13772,34,3,1132.13
13310,29,3,1132.03
13610,13,7,1131.88
15500,9,4,1131.56
13447,24,3,1129.1399999999999
14824,11,4,1127.71
12609,79,3,1126.85
14708,3,3,1126.3700000000001
17470,45,5,1125.07
14129,2,5,1123.86
15436,13,3,1122.53
13486,79,3,1122.41
17562,15,7,1122.38
16807,143,3,1121.59
16086,60,5,1121.39
15730,66,3,1120.88
17894,72,8,1119.81
14276,99,3,1119.74
13064,13,4,1119.49
12842,71,2,1118.99
15716,146,4,1118.81
17788,74,2,1117.9
13591,65,3,1117.13
14971,36,3,1116.57
16350,22,4,1116.47
12679,59,4,1113.02
17609,41,5,1112.22
16049,41,3,1111.79
14161,216,3,1110.52
14817,201,2,1110.34
15069,180,1,1109.53
12399,120,4,1108.65
15933,22,3,1107.46
16833,2,4,1106.53
12857,211,2,1106.4
14410,93,9,1105.07
14948,24,6,1101.97
17047,86,3,1100.9
14744,17,7,1099.98
15978,78,1,1098.78
13104,4,6,1098.48
17966,38,5,1098.43
16225,45,5,1096.32
16533,20,3,1095.56
13652,46,3,1095.08
15745,20,4,1094.59
15608,29,4,1093.68
13521,2,3,1093.65
18189,78,2,1090.24
13853,58,1,1090.1399999999999
12534,131,1,1089.18
15763,32,2,1086.92
13467,11,2,1083.71
17041,27,3,1081.57
14561,76,3,1080.76
16200,5,2,1080.6200000000001
13726,39,2,1079.66
15197,11,3,1079.61
12354,233,1,1079.4
13715,282,5,1079.34
16980,256,2,1078.96
14352,158,4,1078.96
16094,12,4,1078.23
16563,54,1,1077.74
13131,24,3,1073.3
15712,10,5,1072.36
15238,30,3,1071.99
13635,68,1,1071.03
17522,2,5,1070.71
13761,51,2,1070.65
14212,90,1,1070.48
17214,61,6,1069.12
16918,50,6,1068.82
15027,31,4,1066.1499999999999
17277,228,2,1065.35
14488,68,1,1064.28
17287,27,7,1064.11
12951,9,6,1064.07
15801,47,3,1063.95
12936,18,4,1063.9
12815,148,2,1063.46
14411,311,1,1063.0
16214,171,3,1062.75
15996,89,6,1060.68
15706,64,4,1060.56
17727,16,1,1060.25
18130,16,3,1059.39
14465,247,3,1058.6200000000001
13455,25,2,1058.34
14419,11,6,1058.06
15407,34,4,1056.44
14514,62,3,1055.35
15977,18,2,1054.73
16728,47,4,1054.67
12716,4,2,1053.49
14583,6,5,1052.55
16416,27,3,1051.4
12849,32,2,1050.89
14224,111,4,1050.12
15329,40,3,1049.7
14078,102,6,1049.3700000000001
15464,339,1,1048.85
15839,34,3,1048.49
15777,242,4,1047.1100000000001
16520,187,3,1046.57
14293,4,4,1046.56
17042,3,5,1044.38
15192,120,3,1044.32
14389,66,2,1043.46
15073,10,3,1043.41
12497,82,1,1043.1
14584,170,4,1042.26
13719,16,5,1041.68
18221,23,5,1041.61
15434,9,5,1041.48
14446,1,4,1039.58
16320,173,2,1038.46
16175,95,4,1037.59
12691,29,6,1035.8
16260,51,1,1035.45
13639,75,1,1033.34
17724,72,3,1033.0
12599,30,7,1032.58
12724,6,4,1031.41
17405,2,3,1031.41
13235,213,1,1031.07
12717,152,2,1030.98
13253,157,2,1030.4
17033,87,3,1030.14
15333,209,1,1028.56
16682,5,5,1028.0
15104,197,2,1027.44
13956,6,5,1026.42
14904,3,2,1025.44
16160,66,2,1025.44
15658,191,5,1024.1
17096,16,4,1022.13
14346,121,2,1021.58
13165,47,2,1021.48
12572,9,2,1020.42
13376,100,3,1019.76
18142,158,2,1019.52
12828,3,6,1018.7099999999999
14083,5,9,1018.43
12514,268,1,1017.6800000000001
13728,37,6,1016.14
13867,32,3,1015.29
12642,26,3,1013.26
12739,79,2,1013.04
17197,30,1,1013.01
14195,202,2,1012.0
14775,59,3,1011.9
16229,88,2,1010.6
13032,53,2,1010.18
16572,128,3,1009.6
16174,127,3,1009.55
17951,40,3,1008.54
17646,220,3,1008.39
14631,51,3,1006.98
13429,11,4,1006.8
17126,153,5,1004.75
14214,31,5,1004.38
13410,25,5,1003.06
12446,58,1,1002.31
12545,76,2,1000.39
15508,190,6,1000.27
18143,117,2,1000.16
12722,86,4,997.63
14540,10,3,996.26
15110,24,4,996.1
17594,86,2,993.18
16009,23,4,992.71
13363,18,2,992.5
14223,93,3,991.13
16232,44,4,990.88
17324,18,4,990.23
15062,72,4,987.86
18237,3,5,987.1
16376,9,2,987.01
13117,22,8,984.91
17144,2,2,984.57
12510,143,2,982.57
15133,128,3,982.42
14138,2,2,982.38
15071,94,2,982.07
16188,45,4,981.86
16907,30,5,981.65
16085,24,5,981.51
12541,30,3,981.18
18170,34,3,980.31
13509,9,7,979.72
15506,23,3,979.26
13350,17,2,979.12
15132,19,5,977.9300000000001
14920,213,2,977.77
15860,41,8,977.21
13026,2,5,975.36
14522,25,4,974.54
15449,27,3,974.52
12994,5,3,974.42
15747,13,3,974.04
18194,83,1,973.84
16419,113,6,972.23
13155,34,4,971.76
17100,19,2,971.74
17618,6,3,971.58
14256,261,2,969.06
15907,4,3,967.45
15793,15,3,965.61
12550,80,1,964.83
13138,23,6,962.39
14006,116,3,962.19
15156,2,3,961.49
14629,5,2,959.01
18192,72,1,957.97
13823,19,2,957.66
12697,29,3,957.59
15948,9,2,955.24
17244,54,1,954.9
17097,3,8,954.42
15835,45,4,954.09
16934,55,2,950.93
15421,59,4,950.36
16511,22,3,950.26
13636,37,5,949.12
12822,71,2,948.88
17044,26,1,948.48
13748,96,5,948.25
15787,27,3,948.05
12458,72,2,947.4
15707,36,4,945.58
17289,32,3,944.41
13261,269,2,944.1
12820,4,4,942.34
14075,5,3,942.26
15576,38,1,940.67
15289,30,3,939.78
17527,54,4,939.37
17227,19,6,939.32
16584,81,2,936.08
14140,4,2,935.05
16027,92,6,934.62
14081,303,2,934.52
12924,89,4,933.7
16657,10,4,933.62
13655,115,2,932.97
14532,237,4,932.85
18133,213,1,931.5
17552,61,4,930.41
14475,72,3,925.85
14231,184,3,925.71
17048,118,3,925.35
15312,76,4,924.85
13805,53,2,924.5999999999999
15654,10,2,922.53
13122,95,2,922.39
16551,96,3,922.12
13934,264,1,922.1
13035,74,2,921.88
17323,16,7,921.07
13984,27,5,920.51
17018,41,2,920.1
12652,332,1,919.98
13075,130,1,919.61
13549,26,7,918.2
15253,17,5,918.1999999999999
14015,53,1,917.34
14712,30,3,917.0699999999999
17236,13,6,916.13
14141,3,4,915.13
16216,268,1,914.93
16809,24,5,914.69
15587,51,4,913.68
12940,55,2,913.54
15364,96,2,913.19
14359,20,3,912.18
13782,13,6,912.0
13192,96,2,911.94
14289,9,6,911.26
18096,12,3,911.15
13689,64,1,910.0
15511,12,5,909.23
13038,81,3,908.46
14449,19,4,907.1
15480,117,1,905.5
15022,12,4,905.04
15807,51,3,903.9
17566,9,2,901.21
16716,267,2,901.2
17848,82,9,901.2
14625,197,2,899.63
17886,32,3,899.61
13662,86,3,897.76
17537,30,2,897.62
16361,10,4,896.66
15079,213,4,895.61
15865,41,3,895.13
15211,61,2,894.41
15066,54,1,893.59
12772,60,1,892.47
13515,73,4,891.12
15255,67,1,890.85
14240,31,2,890.34
17027,79,6,890.29
14344,128,8,889.9300000000001
17007,51,6,889.93
14623,33,5,889.25
17829,299,1,889.24
16347,12,2,887.65
16900,17,3,887.11
15822,4,2,885.47
17704,169,2,885.1899999999999
17109,30,6,885.04
15799,76,3,884.14
14597,12,2,883.15
18236,30,6,882.24
13037,139,3,881.0699999999999
15076,173,1,880.85
15653,93,2,877.44
14770,233,2,876.42
15100,334,3,876.0
13566,41,2,874.71
16513,5,4,874.59
13294,190,2,873.74
12847,23,1,871.54
15208,2,5,870.12
13200,20,4,870.09
13979,74,1,869.87
12694,71,2,869.67
13203,10,4,869.46
17649,139,1,868.49
14912,17,2,867.85
14715,25,4,867.38
16235,41,5,867.31
16121,58,2,867.11
14332,23,3,866.3100000000001
16567,195,2,865.6
13846,25,3,865.06
16221,37,3,864.86
12680,1,4,862.81
16266,74,7,861.89
12794,54,2,860.41
13339,201,1,860.12
14577,13,4,859.71
17064,59,3,859.35
14553,20,5,859.27
16163,233,2,856.6
13991,13,6,855.97
12693,128,4,855.91
16037,270,3,855.02
12878,237,2,854.99
17560,95,4,854.95
16877,13,6,853.72
14193,68,2,853.39
12379,82,2,852.24
16070,23,2,852.15
16020,17,3,851.01
12713,1,1,848.55
14657,18,4,848.22
13221,241,2,847.41
16924,22,3,846.75
16222,319,1,846.72
15965,18,4,845.64
14803,163,3,845.5500000000001
17624,15,2,843.48
15164,69,3,843.05
17929,12,4,843.0
13929,170,2,842.65
16108,85,1,842.5
16560,27,2,841.41
14862,26,2,841.2
17076,37,3,841.08
13940,18,4,839.14
17115,9,3,837.5
16554,43,3,837.1
15832,255,1,836.79
12728,72,4,836.33
16747,38,2,836.06
17169,58,2,835.78
17759,18,3,834.99
13835,26,4,834.57
17075,18,4,834.12
16644,178,2,833.78
15862,9,4,832.88
14644,68,2,830.76
13681,18,4,827.83
12461,95,2,826.88
12781,64,2,826.74
16494,297,1,826.53
17921,65,4,826.52
15525,3,3,825.92
12427,22,3,825.8000000000001
16869,23,4,825.42
16284,32,2,823.97
16164,18,3,822.48
12778,20,6,822.23
13893,298,1,821.1
13220,79,4,819.2900000000001
17764,51,2,818.82
16092,115,3,817.86
16943,212,3,816.73
15649,337,2,816.0
15399,2,3,815.77
14499,27,3,815.32
13280,123,3,814.86
16460,29,3,814.72
13811,184,3,814.5
18064,134,2,814.0
16600,5,6,813.52
16621,52,4,813.48
14421,58,2,813.11
15644,167,4,813.0
17980,166,3,811.45
16276,177,1,810.5999999999999
16624,81,2,810.57
13637,53,3,810.5
16891,2,5,809.7
17114,6,8,808.62
15533,20,3,807.57
12421,16,4,807.04
15952,34,4,806.57
13707,268,2,806.41
12434,85,2,806.14
16367,38,2,804.49
18248,123,2,804.02
12422,96,3,803.56
15831,59,3,801.76
18265,73,2,801.51
16806,104,4,801.49
15561,12,4,800.59
17905,72,4,800.24
13720,117,4,799.9
13030,12,2,799.48
17703,36,3,798.74
16438,6,5,798.35
13389,12,3,797.96
12701,80,2,797.71
17180,57,4,796.03
13336,78,1,795.12
15990,45,2,792.11
13167,19,4,791.33
14976,58,7,790.86
13016,74,3,789.89
16759,8,3,789.79
13329,32,2,789.0
14557,86,1,788.38
13212,20,3,788.08
13323,4,5,787.85
13884,8,5,787.6
16546,291,2,787.15
13109,60,2,786.54
12628,5,3,786.46
15806,47,3,784.58
15743,17,4,784.46
18136,64,3,784.3299999999999
17387,20,2,784.11
16054,146,1,783.9
17006,5,4,781.78
17341,157,3,781.36
15679,25,4,781.28
13583,156,1,781.03
16725,303,7,781.02
15239,11,2,780.59
17797,23,3,780.43
18228,57,2,779.9
12735,316,2,779.5699999999999
17411,13,3,778.9399999999999
13375,89,1,778.65
14815,37,2,778.5
17414,44,2,778.0
16505,32,1,777.5999999999999
13563,85,2,777.53
12425,79,1,777.2
15353,255,2,777.02
15618,33,4,776.85
13314,2,3,775.9399999999999
13341,261,1,775.85
14234,23,4,775.46
16825,39,2,775.18
15414,10,3,774.9
16043,38,4,773.99
15075,78,1,773.03
12965,90,1,771.91
17409,185,2,771.85
14662,29,4,771.17
16770,58,5,770.1
14412,43,2,770.03
16480,76,1,769.29
13356,81,1,768.24
17516,16,5,768.08
14550,11,2,765.62
14672,235,2,765.55
17695,132,2,765.34
14885,132,1,765.3199999999999
17268,108,4,763.64
17466,11,2,763.28
16470,52,4,762.39
15599,27,2,761.74
14883,19,6,761.59
16205,31,4,761.38
17425,20,2,759.1700000000001
16036,88,2,758.9200000000001
15568,3,3,758.29
12413,67,3,758.1
17979,36,4,757.71
17461,23,3,757.46
15223,226,2,755.75
13370,372,1,754.87
18104,38,1,754.64
13730,136,2,752.6
16256,267,1,752.4300000000001
12908,177,2,750.0
17146,106,3,749.78
14923,51,1,749.1
15074,106,1,748.87
15656,46,4,748.5
16859,145,2,747.81
13623,31,5,747.78
14201,61,7,747.4399999999999
16261,18,4,746.83
14050,32,2,746.36
17034,17,3,745.52
14790,17,4,745.06
13950,12,4,745.06
13236,25,2,744.85
13354,72,1,743.53
16730,53,3,743.11
12374,26,1,742.93
12465,18,2,742.1899999999999
13753,288,1,741.26
13900,184,3,740.95
17692,128,4,740.9399999999999
17974,25,3,740.79
15252,37,2,740.78
12603,22,1,739.2
14756,16,1,738.96
12976,212,1,738.6
15045,152,2,735.66
18156,13,2,734.94
15215,47,3,734.9399999999999
16362,33,5,734.77
16146,158,3,734.13
17812,13,4,732.16
13575,24,5,732.07
13736,6,2,731.9
16099,51,3,731.9
16491,47,1,731.5
14778,128,2,730.86
18035,36,3,730.4
12468,188,2,729.54
13077,2,4,729.27
17666,4,2,728.1600000000001
17888,22,8,726.05
14869,9,2,725.7
14055,107,1,725.64
16140,66,2,725.18
15584,24,4,725.11
12723,4,5,725.07
15636,90,2,724.76
12475,54,1,723.38
17521,30,3,723.21
15272,58,2,721.94
18062,174,3,720.52
16023,47,3,719.81
14179,41,2,719.78
14725,25,1,718.08
17884,4,4,717.45
15274,5,2,716.5699999999999
12535,92,2,716.35
15400,93,5,716.2
17029,111,2,716.0
15330,33,2,714.9599999999999
15757,66,2,714.42
12616,96,2,713.3
13169,64,2,712.88
13147,11,4,712.8
17761,33,1,712.78
13416,44,2,712.5
13587,64,1,712.4
17642,120,2,712.29
15855,137,5,712.24
13705,8,3,711.86
17179,179,3,711.79
13249,93,3,711.41
17472,192,3,710.29
14867,186,3,710.28
14127,123,3,709.71
16136,60,3,709.38
15951,9,2,708.22
16449,198,2,707.69
12453,135,1,707.09
16364,12,2,707.04
16309,107,2,706.5699999999999
14880,78,3,706.19
14126,8,3,706.13
15038,59,6,705.49
16015,4,3,705.39
16882,67,3,705.12
17934,52,2,704.25
12612,75,1,704.04
12883,25,4,703.47
18082,26,1,703.37
15103,32,2,703.36
15574,178,4,702.25
16997,289,3,702.0
14198,19,4,701.4
14356,80,2,701.23
17321,9,2,700.86
13238,18,4,700.73
17734,54,3,700.63
15800,108,2,699.08
13258,12,3,698.5799999999999
17423,47,2,698.41
17796,41,4,697.9
15053,5,3,697.79
14829,30,4,697.55
13596,6,2,697.04
15700,173,2,696.68
17397,23,2,696.41
14009,199,2,695.61
14959,65,4,695.42
15304,61,8,694.4
12925,5,2,694.05
14643,171,2,693.81
12410,309,2,693.33
13601,46,2,693.32
14111,15,4,692.85
17198,24,3,692.22
17733,39,2,692.19
13838,6,4,691.73
16212,20,2,690.34
18085,331,2,689.95
13023,65,2,689.9
15181,67,3,689.48
18196,96,2,689.13
17502,10,4,689.1
13799,117,2,688.86
16642,5,2,688.33
12658,19,1,686.05
16122,74,4,684.42
16495,4,3,684.41
15669,41,4,684.34
12942,132,3,683.9
17874,186,6,683.46
14222,178,1,683.17
12838,34,2,683.13
15582,25,3,682.91
13548,97,2,682.41
18135,30,5,681.91
12478,4,1,680.99
13524,41,5,680.18
16872,78,3,680.02
15322,86,1,679.68
13430,19,2,679.45
14788,8,2,679.44
17994,122,4,678.49
13925,93,4,678.25
13607,41,1,678.01
13388,132,2,677.1
13040,9,2,676.99
16377,268,1,676.2
15626,75,2,675.8
17462,61,2,675.69
13325,82,1,675.3
16418,45,3,675.27
13355,123,1,674.7
13464,59,1,674.68
17749,179,2,674.52
13951,177,3,674.45
14504,48,4,673.26
18121,150,2,673.1
14628,92,2,671.96
17883,4,4,671.77
12638,34,1,671.69
17299,12,4,669.11
12418,113,1,668.58
14342,22,4,668.56
13741,72,3,668.43
16383,75,2,668.36
15031,5,4,668.14
18022,36,1,668.11
16268,72,2,667.65
15969,3,3,666.1
17777,25,3,665.86
17105,160,2,665.78
16056,46,1,664.85
13963,309,4,664.54
16208,45,2,664.26
15643,192,3,664.0
14720,6,3,663.81
13240,97,4,663.65
16573,85,2,663.61
14451,61,2,662.59
16014,38,3,662.38
18218,212,2,662.08
16774,68,4,661.52
13028,23,2,661.3199999999999
14603,275,1,660.0
15492,29,2,659.46
13518,86,1,659.44
13759,34,2,659.41
16357,34,3,658.88
14150,36,2,658.64
17779,22,3,658.57
16696,136,4,657.9
12577,36,3,657.8
14818,74,3,657.8
15648,205,2,657.35
17459,44,2,657.3
15677,50,1,657.23
16157,16,3,656.6899999999999
13049,65,2,656.6800000000001
16708,46,1,656.63
16127,40,1,656.25
14894,86,1,655.75
16444,47,4,654.67
14651,68,2,654.6
17398,115,3,653.38
18151,135,2,653.35
13496,11,2,653.33
15205,86,2,653.24
14044,27,4,652.82
14548,151,2,652.8
17523,12,4,652.74
14034,23,3,651.82
16734,53,3,650.51
15571,12,4,650.4300000000001
16469,24,4,650.43
16969,40,3,650.41
17373,41,4,646.92
12589,29,2,646.68
15651,37,3,646.3000000000001
17545,44,3,645.96
14855,120,2,645.65
12719,6,2,644.95
17312,139,3,644.3
16431,214,3,642.81
14020,17,2,642.8
13034,55,2,642.77
15384,170,2,642.41
17046,158,1,642.02
15297,11,3,641.94
12365,292,2,641.38
12624,107,2,641.13
13417,5,2,640.83
13318,2,3,640.76
12631,58,1,640.5
14301,118,1,640.14
15919,20,2,639.89
17515,32,4,639.02
18160,58,2,638.06
14754,45,2,638.05
14664,20,2,637.89
14128,61,2,637.5
14481,165,2,636.51
15829,100,2,636.14
15773,6,1,635.6800000000001
14000,212,1,635.66
16139,19,3,635.41
17985,23,1,634.95
13892,27,4,632.97
14220,248,2,632.4
16306,214,6,632.27
18183,228,2,632.07
13822,6,2,632.0
14021,156,3,631.9
15244,66,2,631.5699999999999
13539,86,3,631.34
17990,237,3,630.84
13046,31,2,629.31
13525,15,2,628.78
14687,107,1,628.38
16022,261,1,628.28
15028,9,4,627.13
13546,13,3,626.99
15402,149,2,626.77
14036,285,1,626.65
13914,12,2,626.45
14382,27,1,626.0699999999999
16750,45,5,623.9300000000001
16718,370,1,623.75
12649,108,3,623.51
15147,241,1,623.5
13368,257,2,623.4
15258,169,2,623.16
17499,290,1,622.88
15182,155,2,622.85
17460,95,6,622.43
15768,116,3,621.83
18217,30,2,621.75
16915,10,6,621.68
17640,87,1,621.66
14152,76,2,621.29
13402,128,2,621.23
16141,89,1,620.4
12667,59,1,620.13
14529,61,3,620.04
13493,276,2,618.63
16613,71,1,618.59
13145,40,4,618.52
12596,52,2,618.27
16134,22,2,618.09
13301,104,4,618.09
14593,22,3,617.99
14377,192,2,617.05
16442,2,3,616.79
16311,18,2,616.26
14905,158,2,616.15
16005,13,4,615.39
15275,38,1,615.14
16566,16,5,614.66
16116,212,1,612.78
12513,113,1,612.29
18149,51,3,612.08
15232,114,2,612.06
15645,19,1,612.01
16109,219,2,611.88
16763,199,1,611.85
13731,220,2,610.59
12673,6,2,610.52
15795,150,1,610.01
13357,258,1,609.95
14636,37,2,609.85
13933,110,2,608.79
12933,25,3,607.53
15573,32,2,607.45
17119,4,2,606.91
14710,15,4,606.13
17849,219,4,605.8000000000001
14133,130,3,605.64
13888,120,2,605.63
17507,262,2,605.58
13233,75,2,605.12
14323,115,2,605.06
13558,6,4,605.06
14675,17,1,604.75
17664,19,2,604.64
12944,36,2,604.51
16732,32,1,603.75
