CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
12708.0,30,10,2712.91,3,4,4,344
15796.0,2,8,2711.56,4,4,4,444
17069.0,29,9,2709.7,3,4,4,344
13285.0,24,4,2709.12,3,3,4,334
13654.0,44,6,2707.33,3,4,4,344
14107.0,52,7,2703.23,2,4,4,244
14732.0,9,8,2702.49,4,4,4,444
18097.0,8,6,2697.8,4,4,4,444
17386.0,8,6,2686.42,4,4,4,444
12625.0,212,2,2683.82,1,2,4,124
17346.0,4,15,2676.56,4,4,4,444
13883.0,11,5,2674.48,4,4,4,444
14713.0,10,11,2666.36,4,4,4,444
12360.0,53,3,2662.06,2,3,4,234
14439.0,320,1,2661.24,1,1,4,114
15671.0,19,7,2657.13,3,4,4,344
12721.0,32,6,2656.13,3,4,4,344
13851.0,96,3,2651.46,2,3,4,234
16618.0,32,5,2647.59,3,4,4,344
18260.0,173,6,2643.2,1,4,4,144
13658.0,10,5,2639.17,4,4,4,444
17655.0,11,7,2638.94,4,4,4,444
15752.0,40,7,2637.38,3,4,4,344
13804.0,31,7,2635.79,3,4,4,344
13771.0,65,4,2634.45,2,3,4,234
12520.0,80,5,2634.26,2,4,4,244
17402.0,5,13,2633.85,4,4,4,444
18077.0,9,11,2633.01,4,4,4,444
13422.0,65,1,2626.3,2,1,4,214
13644.0,17,4,2624.26,4,3,4,434
17965.0,38,14,2622.57,3,4,4,344
18210.0,2,6,2621.38,4,4,4,444
16255.0,17,8,2619.91,4,4,4,444
14262.0,9,8,2618.23,4,4,4,444
13021.0,5,9,2616.38,4,4,4,444
15782.0,10,3,2614.74,4,3,4,434
14397.0,3,19,2612.96,4,4,4,444
12836.0,60,4,2612.86,2,3,4,234
18075.0,24,10,2611.75,3,4,4,344
12726.0,29,7,2609.1,3,4,4,344
16241.0,10,13,2607.87,4,4,4,444
13136.0,57,5,2607.61,2,4,4,244
14408.0,11,7,2606.53,4,4,4,444
13983.0,30,12,2603.43,3,4,4,344
17317.0,47,3,2600.34,3,3,4,334
12600.0,29,10,2599.04,3,4,4,344
16919.0,157,11,2596.45,1,4,4,144
13895.0,29,4,2593.07,3,3,4,334
14243.0,9,10,2588.77,4,4,4,444
15033.0,5,10,2586.67,4,4,4,444
13911.0,58,9,2580.91,2,4,4,244
14546.0,6,5,2578.09,4,4,4,444
16912.0,29,11,2575.38,3,4,4,344
15485.0,31,3,2575.0,3,3,4,334
18245.0,8,7,2567.06,4,4,4,444
16308.0,38,4,2560.0,3,3,4,334
15572.0,5,7,2552.86,4,4,4,444
14334.0,17,8,2552.21,4,4,4,444
14701.0,11,9,2549.37,4,4,4,444
14676.0,32,6,2548.24,3,4,4,344
13344.0,68,3,2543.72,2,3,4,234
14776.0,52,11,2538.3,2,4,4,244
17700.0,17,4,2534.64,4,3,4,434
13471.0,2,4,2531.58,4,3,4,434
14659.0,9,9,2529.93,4,4,4,444
17314.0,25,8,2527.92,3,4,4,344
13975.0,32,6,2526.28,3,4,4,344
17449.0,3,7,2520.86,4,4,4,444
13394.0,2,8,2520.02,4,4,4,444
15245.0,135,3,2515.84,2,3,4,234
15271.0,8,15,2507.07,4,4,4,444
12352.0,37,8,2506.04,3,4,4,344
13695.0,32,15,2504.13,3,4,4,344
12517.0,29,5,2502.84,3,4,4,344
15932.0,5,8,2495.87,4,4,4,444
16477.0,64,7,2494.46,2,4,4,244
12483.0,18,8,2484.98,4,4,4,444
12913.0,5,5,2483.63,4,4,4,444
16710.0,20,10,2483.04,3,4,4,344
14315.0,45,6,2481.13,3,4,4,344
13507.0,4,4,2479.16,4,3,4,434
13588.0,16,9,2478.95,4,4,4,444
17682.0,11,6,2474.33,4,4,4,444
17188.0,12,7,2474.23,4,4,4,444
14766.0,9,6,2473.37,4,4,4,444
14502.0,20,11,2470.67,3,4,4,344
17164.0,33,7,2467.35,3,4,4,344
12455.0,74,6,2466.86,2,4,4,244
15750.0,3,8,2465.48,4,4,4,444
17131.0,6,5,2463.17,4,4,4,444
13784.0,10,11,2462.79,4,4,4,444
15674.0,74,5,2446.6,2,4,4,244
14163.0,88,4,2445.91,2,3,4,234
15527.0,19,8,2429.78,3,4,4,344
17071.0,29,9,2429.03,3,4,4,344
13949.0,3,6,2427.32,4,4,4,444
16143.0,4,6,2424.94,4,4,4,444
17722.0,97,4,2424.04,2,3,4,234
15089.0,11,6,2420.84,4,4,4,444
15373.0,9,12,2415.91,4,4,4,444
12397.0,36,2,2409.9,3,2,4,324
17589.0,61,4,2404.17,2,3,4,234
15980.0,89,3,2398.86,2,3,4,234
18065.0,6,14,2392.83,4,4,4,444
13141.0,85,5,2388.75,2,4,4,244
15370.0,41,7,2386.05,3,4,4,344
17530.0,2,10,2385.0,4,4,4,444
14493.0,8,5,2383.24,4,4,4,444
14554.0,11,4,2381.04,4,3,4,434
14239.0,44,11,2380.85,3,4,4,344
15270.0,16,7,2379.49,4,4,4,444
13722.0,132,3,2375.41,2,3,4,234
17434.0,3,7,2373.82,4,4,4,444
14930.0,109,3,2372.86,2,3,4,234
13908.0,80,4,2369.55,2,3,4,234
15755.0,11,6,2364.25,4,4,4,444
12457.0,67,7,2363.23,2,4,4,244
17634.0,37,9,2361.97,3,4,4,344
14030.0,19,8,2360.09,3,4,4,344
14440.0,9,5,2357.68,4,4,4,444
15140.0,53,7,2354.25,2,4,4,244
14309.0,9,9,2352.53,4,4,4,444
12704.0,8,8,2340.84,4,4,4,444
18259.0,25,3,2338.6,3,3,4,334
12584.0,4,9,2338.15,4,4,4,444
18257.0,40,8,2337.63,3,4,4,344
17954.0,6,12,2332.72,4,4,4,444
15281.0,59,9,2332.15,2,4,4,244
12782.0,5,5,2330.92,4,4,4,444
15785.0,33,5,2328.9700000000003,3,4,4,344
17313.0,32,1,2328.84,3,1,4,314
17744.0,4,6,2322.4,4,4,4,444
17211.0,27,8,2317.22,3,4,4,344
14290.0,12,5,2314.65,4,4,4,444
15365.0,26,7,2314.32,3,4,4,344
13994.0,4,6,2313.14,4,4,4,444
13704.0,6,9,2308.06,4,4,4,444
15288.0,44,5,2306.52,3,4,4,344
16735.0,79,5,2300.56,2,4,4,244
16550.0,109,5,2298.97,2,4,4,244
15105.0,19,7,2298.93,3,4,4,344
13115.0,12,4,2294.78,4,3,4,434
15704.0,141,4,2293.62,2,3,4,234
12615.0,3,4,2291.19,4,3,4,434
13527.0,34,7,2287.51,3,4,4,344
17696.0,39,8,2285.71,3,4,4,344
12684.0,8,7,2283.63,4,4,4,444
16782.0,11,13,2279.9,4,4,4,444
13317.0,67,6,2273.68,2,4,4,244
17768.0,9,3,2273.18,4,3,4,434
14466.0,30,7,2272.4,3,4,4,344
13700.0,27,10,2265.12,3,4,4,344
16057.0,17,7,2263.12,4,4,4,444
16209.0,89,5,2262.62,2,4,4,244
14432.0,10,6,2255.51,4,4,4,444
16293.0,22,10,2248.99,3,4,4,344
17442.0,37,6,2248.56,3,4,4,344
15235.0,218,12,2247.51,1,4,4,144
16771.0,34,5,2246.81,3,4,4,344
15665.0,169,2,2242.01,1,2,4,124
14211.0,54,9,2241.1,2,4,4,244
16743.0,30,7,2238.09,3,4,4,344
14560.0,8,22,2237.77,4,4,4,444
14700.0,33,3,2235.3,3,3,4,334
16076.0,4,10,2234.73,4,4,4,444
15834.0,71,4,2233.75,2,3,4,234
18242.0,73,4,2232.49,2,3,4,234
14226.0,29,5,2232.19,3,4,4,344
14825.0,4,12,2226.91,4,4,4,444
17591.0,74,7,2225.97,2,4,4,244
12783.0,3,6,2225.91,4,4,4,444
13365.0,34,2,2225.37,3,2,4,324
15722.0,36,5,2222.56,3,4,4,344
15811.0,23,6,2218.62,3,4,4,344
12876.0,58,2,2218.02,2,2,4,224
12653.0,149,2,2209.85,1,2,4,124
13862.0,19,8,2209.36,3,4,4,344
15797.0,114,4,2207.4,2,3,4,234
15179.0,19,5,2206.95,3,4,4,344
13831.0,17,6,2202.99,4,4,4,444
17406.0,334,3,2200.42,1,3,4,134
15123.0,8,2,2199.31,4,2,4,424
16628.0,30,5,2188.05,3,4,4,344
15394.0,10,4,2183.54,4,3,4,434
14341.0,46,8,2182.28,3,4,4,344
12856.0,8,6,2179.93,4,4,4,444
12909.0,40,5,2178.67,3,4,4,344
12501.0,337,1,2169.39,1,1,4,114
12633.0,59,4,2163.98,2,3,4,234
13755.0,4,9,2161.35,4,4,4,444
12935.0,3,7,2160.7,4,4,4,444
16456.0,100,5,2158.37,2,4,4,244
14407.0,108,6,2157.73,2,4,4,244
16379.0,5,4,2157.4,4,3,4,434
13224.0,61,2,2155.95,2,2,4,224
16966.0,9,7,2154.9700000000003,4,4,4,444
17272.0,43,4,2148.63,3,3,4,334
14828.0,197,3,2139.76,1,3,4,134
12560.0,6,3,2134.01,4,3,4,434
17400.0,127,5,2129.96,2,4,4,244
13517.0,60,3,2128.42,2,3,4,234
14360.0,32,4,2128.23,3,3,4,334
16407.0,13,10,2126.93,4,4,4,444
14640.0,25,6,2125.08,3,4,4,344
15058.0,26,11,2124.99,3,4,4,344
13632.0,25,5,2121.27,3,4,4,344
18061.0,22,10,2119.41,3,4,4,344
18008.0,71,9,2116.19,2,4,4,244
14691.0,31,5,2114.33,3,4,4,344
13265.0,54,5,2107.66,2,4,4,244
18173.0,87,4,2106.84,2,3,4,234
18093.0,94,4,2106.52,2,3,4,234
14461.0,149,3,2103.06,1,3,4,134
14515.0,18,6,2102.09,4,4,4,444
17861.0,4,8,2100.8,4,4,4,444
15815.0,64,5,2100.6,2,4,4,244
13126.0,5,8,2099.64,4,4,4,444
12610.0,23,5,2099.54,3,4,4,344
16875.0,68,5,2095.53,2,4,4,244
17191.0,29,7,2095.13,3,4,4,344
18283.0,4,16,2094.88,4,4,4,444
14306.0,52,2,2093.32,2,2,4,224
17490.0,1,7,2092.32,4,4,4,444
13571.0,13,12,2092.32,4,4,4,444
13297.0,8,4,2089.85,4,3,4,434
18044.0,5,10,2088.6,4,4,4,444
14810.0,41,11,2087.88,3,4,4,344
16954.0,1,9,2085.08,4,4,4,444
18231.0,193,5,2083.27,1,4,4,144
14696.0,5,7,2078.95,4,4,4,444
14209.0,11,6,2073.43,4,4,4,444
18241.0,10,17,2073.09,4,4,4,444
18219.0,3,10,2069.77,4,4,4,444
14482.0,19,6,2068.15,3,4,4,344
12948.0,17,7,2064.95,4,4,4,444
12928.0,36,5,2062.7,3,4,4,344
16281.0,73,1,2062.06,2,1,4,214
14409.0,72,6,2059.45,2,4,4,244
12518.0,1,5,2056.89,4,4,4,444
17667.0,67,5,2055.51,2,4,4,244
14188.0,31,6,2054.36,3,4,4,344
16150.0,43,5,2053.02,3,4,4,344
17086.0,8,6,2050.08,4,4,4,444
17612.0,54,6,2048.45,2,4,4,244
14232.0,43,5,2048.07,3,4,4,344
17625.0,19,4,2047.0,3,3,4,334
13495.0,8,5,2044.87,4,4,4,444
17597.0,214,1,2044.37,1,1,4,114
17090.0,5,7,2043.95,4,4,4,444
13450.0,27,6,2043.72,3,4,4,344
14001.0,46,3,2043.08,3,3,4,334
12585.0,235,2,2040.1,1,2,4,124
13593.0,109,5,2037.08,2,4,4,244
18069.0,27,5,2036.67,3,4,4,344
17846.0,86,1,2033.1,2,1,4,214
13630.0,6,7,2031.78,4,4,4,444
16409.0,37,5,2028.88,3,4,4,344
17337.0,152,4,2027.87,1,3,4,134
16358.0,2,4,2027.5,4,3,4,434
14544.0,25,2,2024.45,3,2,4,324
15341.0,81,1,2020.52,2,1,4,214
14506.0,18,5,2012.17,4,4,4,444
15531.0,9,2,2007.44,4,2,4,424
15372.0,138,1,2007.4,2,1,4,214
16098.0,88,7,2005.63,2,4,4,244
14730.0,2,8,2005.06,4,4,4,444
14217.0,2,17,2004.98,4,4,4,444
14462.0,67,11,2004.02,2,4,4,244
17082.0,34,2,2003.85,3,2,4,324
16754.0,373,1,2002.4,1,1,4,114
15493.0,33,5,2001.8,3,4,4,344
18188.0,16,3,2001.04,4,3,4,434
13305.0,5,10,2000.86,4,4,4,444
16698.0,227,2,1998.0,1,2,4,124
17827.0,6,5,1995.46,4,4,4,444
18204.0,72,3,1993.7,2,3,4,234
17679.0,53,2,1992.11,2,2,4,224
17088.0,29,4,1991.01,3,3,4,334
13246.0,19,6,1987.3,3,4,4,344
13590.0,12,6,1981.92,4,4,4,444
13725.0,50,8,1980.56,3,4,4,344
17422.0,17,6,1979.37,4,4,4,444
16341.0,25,4,1971.87,3,3,4,334
17997.0,75,8,1970.67,2,4,4,244
12674.0,39,4,1970.6,3,3,4,334
17790.0,27,14,1965.55,3,4,4,344
17218.0,5,10,1960.72,4,4,4,444
15351.0,13,7,1960.11,4,4,4,444
14498.0,43,5,1957.32,3,4,4,344
12853.0,135,6,1957.1,2,4,4,244
17554.0,2,5,1952.45,4,4,4,444
14533.0,25,7,1949.72,3,4,4,344
14653.0,2,7,1947.55,4,4,4,444
15814.0,17,4,1945.33,4,3,4,434
15518.0,65,8,1942.45,2,4,4,244
14418.0,4,3,1937.25,4,3,4,434
14472.0,104,8,1936.84,2,4,4,244
15864.0,23,6,1936.32,3,4,4,344
15157.0,4,3,1936.07,4,3,4,434
12528.0,10,6,1933.48,4,4,4,444
14655.0,9,4,1932.23,4,3,4,434
14978.0,73,5,1931.42,2,4,4,244
16983.0,13,7,1931.25,4,4,4,444
13094.0,22,12,1927.32,3,4,4,344
16942.0,13,9,1920.59,4,4,4,444
15021.0,9,9,1914.82,4,4,4,444
17368.0,24,8,1912.67,3,4,4,344
14285.0,22,4,1910.01,3,3,4,334
16426.0,3,10,1908.25,4,4,4,444
17228.0,16,8,1906.09,4,4,4,444
14210.0,106,6,1905.84,2,4,4,244
15819.0,50,4,1905.45,3,3,4,334
14250.0,8,3,1904.05,4,3,4,434
12762.0,8,2,1898.52,4,2,4,424
17463.0,17,5,1896.41,4,4,4,444
17870.0,3,12,1894.35,4,4,4,444
14934.0,82,2,1890.94,2,2,4,224
12371.0,45,2,1887.96,3,2,4,324
15641.0,106,4,1887.2,2,3,4,234
16170.0,51,6,1885.05,3,4,4,344
13890.0,2,10,1883.81,4,4,4,444
16128.0,18,5,1880.22,4,4,4,444
17738.0,20,4,1879.05,3,3,4,334
15367.0,58,4,1877.59,2,3,4,234
17293.0,9,9,1875.11,4,4,4,444
16986.0,30,2,1873.2,3,2,4,324
13982.0,40,4,1871.81,3,3,4,334
16474.0,8,7,1871.5,4,4,4,444
17469.0,17,5,1870.97,4,4,4,444
16841.0,37,6,1869.82,3,4,4,344
14524.0,32,9,1867.68,3,4,4,344
17787.0,153,4,1865.19,1,3,4,134
16201.0,4,4,1863.47,4,3,4,434
14887.0,80,1,1862.0,2,1,4,214
12423.0,1,8,1859.31,4,4,4,444
17873.0,81,5,1859.16,2,4,4,244
14305.0,72,3,1858.96,2,3,4,234
12963.0,9,8,1856.63,4,4,4,444
16979.0,4,6,1852.0,4,4,4,444
13421.0,41,2,1851.08,3,2,4,324
12383.0,185,5,1850.56,1,4,4,144
12381.0,5,5,1845.31,4,4,4,444
17519.0,18,6,1844.02,4,4,4,444
18180.0,5,6,1843.75,4,4,4,444
12950.0,3,3,1843.0,4,3,4,434
17015.0,29,3,1842.56,3,3,4,334
16102.0,43,3,1842.14,3,3,4,334
16455.0,64,7,1841.18,2,4,4,244
14113.0,4,4,1840.42,4,3,4,434
14216.0,4,4,1839.3,4,3,4,434
13924.0,2,6,1838.85,4,4,4,444
14459.0,156,1,1837.92,1,1,4,114
18287.0,43,3,1837.28,3,3,4,334
13650.0,17,6,1836.34,4,4,4,444
15827.0,74,14,1836.09,2,4,4,244
13048.0,15,4,1835.91,4,3,4,434
14665.0,61,5,1835.7,2,4,4,244
16152.0,269,1,1829.04,1,1,4,114
15203.0,26,6,1827.8,3,4,4,344
18122.0,9,6,1826.21,4,4,4,444
17702.0,31,4,1824.37,3,3,4,334
16153.0,50,5,1824.23,3,4,4,344
17705.0,4,9,1823.52,4,4,4,444
16169.0,9,4,1822.97,4,3,4,434
17828.0,23,4,1820.09,3,3,4,334
17629.0,6,8,1814.12,4,4,4,444
15260.0,101,7,1810.77,2,4,4,244
13481.0,46,5,1804.56,3,4,4,344
17663.0,26,7,1802.91,3,4,4,344
15812.0,108,5,1801.14,2,4,4,244
16249.0,53,5,1800.07,2,4,4,244
13562.0,82,3,1799.3300000000002,2,3,4,234
13196.0,12,4,1797.78,4,3,4,434
17750.0,6,9,1797.57,4,4,4,444
17648.0,61,4,1797.5,2,3,4,234
12348.0,76,4,1797.24,2,3,4,234
18235.0,72,3,1796.48,2,3,4,234
13134.0,86,4,1793.58,2,3,4,234
18179.0,10,6,1793.17,4,4,4,444
13510.0,2,4,1791.56,4,3,4,434
16719.0,15,7,1790.42,4,4,4,444
12523.0,20,11,1789.77,3,4,4,344
14215.0,12,6,1789.72,4,4,4,444
14621.0,2,5,1788.36,4,4,4,444
13875.0,54,5,1786.79,2,4,4,244
14608.0,5,4,1785.15,4,3,4,434
14935.0,298,1,1784.71,1,1,4,114
15050.0,26,3,1782.09,3,3,4,334
16380.0,62,1,1780.59,2,1,4,214
15220.0,52,6,1778.96,2,4,4,244
17092.0,51,4,1777.78,3,3,4,334
12645.0,34,4,1775.18,3,3,4,334
17754.0,1,5,1772.26,4,4,4,444
15594.0,16,5,1771.78,4,4,4,444
15473.0,15,7,1771.2,4,4,4,444
17813.0,15,5,1770.88,4,4,4,444
14387.0,33,3,1770.56,3,3,4,334
16681.0,73,6,1770.34,2,4,4,244
13456.0,18,6,1766.72,4,4,4,444
15950.0,32,4,1765.51,3,3,4,334
16751.0,31,1,1764.72,3,1,4,314
12424.0,163,2,1760.96,1,2,4,124
12823.0,75,5,1759.5,2,4,4,244
12349.0,19,1,1757.55,3,1,4,314
15241.0,67,8,1756.44,2,4,4,244
16359.0,8,9,1750.92,4,4,4,444
13564.0,145,3,1749.02,1,3,4,134
13808.0,6,5,1747.66,4,4,4,444
15067.0,79,3,1744.76,2,3,4,234
13157.0,50,4,1741.22,3,3,4,334
14595.0,20,6,1740.6,3,4,4,344
17930.0,36,5,1740.48,3,4,4,344
17353.0,130,2,1740.0,2,2,4,224
17457.0,127,5,1737.7,2,4,4,244
14673.0,4,5,1736.4,4,4,4,444
17043.0,33,4,1735.18,3,3,4,334
16791.0,30,7,1721.78,3,4,4,344
17451.0,2,7,1721.4,4,4,4,444
14834.0,18,6,1720.3,4,4,4,444
15267.0,23,5,1717.36,3,4,4,344
17162.0,29,10,1715.46,3,4,4,344
13763.0,64,1,1714.96,2,1,4,214
17147.0,23,4,1714.59,3,3,4,334
14441.0,1,4,1712.89,4,3,4,434
12405.0,149,1,1710.39,1,1,4,114
15947.0,83,1,1708.24,2,1,4,214
12407.0,50,5,1708.12,3,4,4,344
16902.0,117,1,1706.88,2,1,4,214
15240.0,45,5,1706.57,3,4,4,344
16398.0,155,2,1705.8,1,2,4,124
17282.0,131,3,1703.41,2,3,4,234
12843.0,66,8,1702.26,2,4,4,244
16007.0,48,4,1701.94,3,3,4,334
13184.0,15,10,1701.29,4,4,4,444
17193.0,36,7,1699.3,3,4,4,344
13824.0,33,5,1698.94,3,4,4,344
16775.0,11,11,1695.66,4,4,4,444
12764.0,317,1,1693.88,1,1,4,114
14245.0,220,2,1693.45,1,2,4,124
15549.0,78,3,1693.26,2,3,4,234
16813.0,9,10,1692.98,4,4,4,444
16671.0,29,3,1692.27,3,3,4,334
15380.0,9,5,1690.26,4,4,4,444
17152.0,195,3,1689.5,1,3,4,134
12635.0,90,2,1689.18,2,2,4,224
13162.0,123,4,1688.29,2,3,4,234
13577.0,26,4,1687.6,3,3,4,334
16638.0,23,10,1680.72,3,4,4,344
13647.0,10,4,1678.12,4,3,4,434
13149.0,15,4,1676.06,4,3,4,434
17656.0,74,5,1674.69,2,4,4,244
16115.0,10,8,1667.97,4,4,4,444
12912.0,3,5,1662.3,4,4,4,444
12530.0,60,4,1662.28,2,3,4,234
13012.0,10,8,1661.84,4,4,3,443
15214.0,2,8,1661.44,4,4,3,443
15024.0,10,10,1661.33,4,4,3,443
15332.0,367,4,1661.06,1,3,3,133
12967.0,359,2,1660.9,1,2,3,123
14045.0,110,4,1659.75,2,3,3,233
15953.0,16,8,1659.38,4,4,3,443
15826.0,57,3,1654.31,2,3,3,233
14573.0,180,9,1653.42,1,4,3,143
17284.0,61,6,1652.58,2,4,3,243
16711.0,4,5,1651.03,4,4,3,443
14837.0,90,4,1649.5,2,3,3,233
13750.0,54,5,1647.26,2,4,3,243
12657.0,12,4,1643.18,4,3,3,433
15002.0,116,4,1641.76,2,3,3,233
13627.0,60,5,1638.47,2,4,3,243
12398.0,46,1,1635.66,3,1,3,313
15122.0,115,3,1633.78,2,3,3,233
14164.0,71,2,1631.77,2,2,3,223
17673.0,2,6,1629.12,4,4,3,443
12377.0,316,2,1628.12,1,2,3,123
16515.0,53,5,1627.13,2,4,3,243
14759.0,5,3,1625.97,4,3,3,433
16987.0,4,7,1625.05,4,4,3,443
13425.0,109,3,1624.21,2,3,3,233
15172.0,9,5,1624.05,4,4,3,443
14937.0,57,3,1621.88,2,3,3,233
17101.0,11,4,1621.73,4,3,3,433
14178.0,9,7,1620.93,4,4,3,443
16801.0,164,4,1619.73,1,3,3,133
18161.0,16,5,1618.69,4,4,3,443
14336.0,17,4,1614.91,4,3,3,433
16992.0,11,5,1614.31,4,4,3,443
15791.0,44,2,1612.69,3,2,3,323
14312.0,47,6,1611.59,3,4,3,343
13614.0,25,4,1610.46,3,3,3,333
14918.0,116,2,1610.15,2,2,3,223
12868.0,186,6,1607.06,1,4,3,143
16817.0,3,9,1604.75,4,4,3,443
12947.0,144,6,1603.99,1,4,3,143
16466.0,34,7,1603.46,3,4,3,343
14719.0,2,5,1602.13,4,4,3,443
14587.0,19,9,1601.14,3,4,3,343
15660.0,26,9,1600.86,3,4,3,343
16496.0,9,3,1599.52,4,3,3,433
13850.0,130,1,1595.48,2,1,3,213
17837.0,43,8,1593.38,3,4,3,343
16332.0,29,7,1593.2,3,4,3,343
16676.0,34,4,1592.12,3,3,3,333
14970.0,69,4,1592.06,2,3,3,233
15611.0,10,13,1591.45,4,4,3,443
18178.0,129,4,1590.81,2,3,3,233
14442.0,205,2,1589.82,1,2,3,123
12393.0,73,4,1582.6,2,3,3,233
15532.0,26,4,1580.93,3,3,3,333
12607.0,61,1,1579.51,2,1,3,213
13814.0,93,2,1579.12,2,2,3,223
16889.0,195,3,1578.67,1,3,3,133
13186.0,40,3,1575.89,3,3,3,333
13634.0,34,5,1575.16,3,4,3,343
13659.0,206,2,1573.2,1,2,3,123
17671.0,16,4,1572.71,4,3,3,433
16283.0,6,5,1570.81,4,4,3,443
12865.0,27,2,1568.23,3,2,3,323
15906.0,20,7,1567.69,3,4,3,343
15111.0,30,3,1567.48,3,3,3,333
17085.0,124,5,1566.65,2,4,3,243
17204.0,176,4,1564.56,1,3,3,133
18239.0,219,5,1561.61,1,4,3,143
14038.0,79,3,1560.38,2,3,3,233
16394.0,57,5,1555.34,2,4,3,243
13313.0,23,5,1555.32,3,4,3,343
16369.0,19,3,1553.66,3,3,3,333
15620.0,57,3,1553.18,2,3,3,233
15117.0,15,5,1551.78,4,4,3,443
13320.0,79,4,1548.7,2,3,3,233
14229.0,52,3,1547.2,2,3,3,233
14704.0,12,9,1546.91,4,4,3,443
16790.0,4,6,1545.62,4,4,3,443
13397.0,73,5,1544.13,2,4,3,243
15701.0,3,4,1542.14,4,3,3,433
12818.0,262,1,1542.08,1,1,3,113
16365.0,18,9,1540.42,4,4,3,443
17159.0,22,3,1538.88,3,3,3,333
13849.0,52,2,1537.95,2,2,3,223
12877.0,4,12,1535.77,4,4,3,443
15392.0,5,4,1535.53,4,3,3,433
15625.0,104,4,1534.26,2,3,3,233
13107.0,45,4,1531.62,3,3,3,333
12759.0,53,3,1531.44,2,3,3,233
14321.0,11,5,1530.75,4,4,3,443
14567.0,57,2,1530.36,2,2,3,223
15916.0,17,8,1528.09,4,4,3,443
16244.0,212,2,1522.75,1,2,3,123
16434.0,30,7,1522.25,3,4,3,343
16066.0,17,5,1521.87,4,4,3,443
13764.0,71,3,1521.76,2,3,3,233
13213.0,57,5,1520.58,2,4,3,243
16880.0,31,7,1519.08,3,4,3,343
14267.0,163,3,1516.24,1,3,3,133
13791.0,128,2,1516.0,2,2,3,223
16748.0,18,5,1515.9,4,4,3,443
16053.0,33,2,1511.95,3,2,3,323
16910.0,5,8,1510.06,4,4,3,443
16279.0,22,3,1509.58,3,3,3,333
16016.0,4,8,1508.76,4,4,3,443
15265.0,152,2,1506.12,1,2,3,123
12937.0,16,4,1504.27,4,3,3,433
15530.0,22,4,1502.35,3,3,3,333
16762.0,20,3,1501.38,3,3,3,333
13810.0,29,3,1499.01,3,3,3,333
17571.0,51,4,1498.51,3,3,3,333
14414.0,92,7,1496.98,2,4,3,243
16755.0,115,3,1496.83,2,3,3,233
17002.0,86,3,1493.73,2,3,3,233
15057.0,276,2,1489.5,1,2,3,123
13110.0,32,7,1488.67,3,4,3,343
13692.0,25,3,1488.32,3,3,3,333
14963.0,10,5,1487.8,4,4,3,443
17553.0,130,1,1487.6,2,1,3,213
16395.0,61,5,1486.9,2,4,3,243
14878.0,13,9,1485.54,4,4,3,443
14758.0,145,4,1484.06,1,3,3,133
18016.0,33,5,1483.56,3,4,3,343
15427.0,34,3,1483.14,3,3,3,333
17590.0,3,3,1479.22,4,3,3,433
14403.0,131,4,1475.81,2,3,3,233
15983.0,23,4,1475.02,3,3,3,333
12826.0,3,7,1474.72,4,4,3,443
14404.0,34,6,1474.32,3,4,3,343
14246.0,111,3,1474.06,2,3,3,233
15128.0,61,4,1471.0,2,3,3,233
16348.0,33,7,1469.45,3,4,3,343
14875.0,108,2,1465.32,2,2,3,223
12882.0,10,2,1463.04,4,2,3,423
14233.0,50,4,1462.72,3,3,3,333
14541.0,59,8,1461.65,2,4,3,243
17063.0,22,7,1461.14,3,4,3,343
16059.0,66,6,1459.86,2,4,3,243
16996.0,31,6,1456.96,3,4,3,343
13309.0,8,5,1456.79,4,4,3,443
13477.0,38,6,1454.58,3,4,3,343
15987.0,13,7,1451.28,4,4,3,443
14740.0,198,3,1448.21,1,3,3,133
15426.0,20,5,1447.39,3,4,3,343
14591.0,16,4,1447.14,4,3,3,433
17073.0,18,4,1446.09,4,3,3,433
13717.0,33,6,1445.01,3,4,3,343
13461.0,39,3,1445.0,3,3,3,333
17175.0,45,4,1443.69,3,3,3,333
15478.0,41,2,1441.42,3,2,3,323
15858.0,16,5,1438.85,4,4,3,443
14071.0,4,8,1438.82,4,4,3,443
13159.0,9,4,1437.85,4,3,3,433
14566.0,111,1,1432.0,2,1,3,213
16503.0,107,4,1431.93,2,3,3,233
13475.0,192,4,1431.78,1,3,3,133
16103.0,8,6,1429.64,4,4,3,443
16271.0,3,5,1429.24,4,4,3,443
14035.0,29,5,1428.02,3,4,3,343
15681.0,26,5,1426.16,3,4,3,343
15106.0,18,5,1422.52,4,4,3,443
16463.0,22,4,1422.4,3,3,3,333
16571.0,27,3,1421.69,3,3,3,333
14019.0,47,3,1421.61,3,3,3,333
14901.0,12,9,1421.29,4,4,3,443
14443.0,54,4,1420.2,2,3,3,233
17288.0,10,7,1419.73,4,4,3,443
16173.0,16,6,1418.32,4,4,3,443
15444.0,10,2,1418.26,4,2,3,423
17856.0,2,4,1418.03,4,3,3,433
18116.0,68,8,1418.03,2,4,3,243
14649.0,5,4,1417.29,4,3,3,433
14748.0,30,5,1415.75,3,4,3,343
16012.0,36,3,1415.29,3,3,3,333
16245.0,24,3,1413.66,3,3,3,333
17004.0,47,2,1412.94,3,2,3,323
15237.0,2,4,1412.32,4,3,3,433
15596.0,101,5,1406.59,2,4,3,243
