,CustomerID,InvoiceNo,TotalPrice,AvgOrderValue
4110,13097,557265,341.81,601.042
4111,13097,557268,655.79,601.042
4112,13097,562772,641.85,601.042
4113,13097,568059,835.57,601.042
4114,13097,574824,531.14,601.042
4115,13098,542233,648.8,1031.5157142857142
4116,13098,543413,244.79999999999998,1031.5157142857142
4117,13098,546372,349.2,1031.5157142857142
4118,13098,548806,357.7,1031.5157142857142
4119,13098,549115,1722.02,1031.5157142857142
4120,13098,552547,1077.4,1031.5157142857142
4121,13098,552710,1974.06,1031.5157142857142
4122,13098,554556,829.63,1031.5157142857142
4123,13098,555836,531.36,1031.5157142857142
4124,13098,557067,1221.55,1031.5157142857142
4125,13098,557900,617.7,1031.5157142857142
4126,13098,559015,396.9,1031.5157142857142
4127,13098,559654,865.62,1031.5157142857142
4128,13098,560854,473.09999999999997,1031.5157142857142
4129,13098,561528,498.04,1031.5157142857142
4130,13098,562282,2022.6,1031.5157142857142
4131,13098,563686,637.6,1031.5157142857142
4132,13098,565781,701.38,1031.5157142857142
4133,13098,566576,2180.2999999999997,1031.5157142857142
4134,13098,570268,1978.22,1031.5157142857142
4135,13098,570275,2482.44,1031.5157142857142
4136,13098,573143,951.48,1031.5157142857142
4137,13098,575725,1955.68,1031.5157142857142
4138,13098,577357,867.64,1031.5157142857142
4139,13098,579545,931.46,1031.5157142857142
4140,13098,580532,587.9200000000001,1031.5157142857142
4141,13098,580533,96.3,1031.5157142857142
4142,13098,581410,1681.54,1031.5157142857142
4143,13099,565217,207.36,207.36
4144,13101,550628,101.19,101.19
4145,13102,538057,316.82,267.67041666666665
4146,13102,538854,357.09999999999997,267.67041666666665
4147,13102,540522,301.28,267.67041666666665
4148,13102,540826,447.28,267.67041666666665
4149,13102,541782,8.5,267.67041666666665
4150,13102,543098,255.76,267.67041666666665
4151,13102,543199,195.06,267.67041666666665
4152,13102,546189,300.53999999999996,267.67041666666665
4153,13102,546190,199.2,267.67041666666665
4154,13102,547074,176.34,267.67041666666665
4155,13102,549239,245.46,267.67041666666665
4156,13102,549258,329.1,267.67041666666665
4157,13102,551715,337.38,267.67041666666665
4158,13102,554545,219.78,267.67041666666665
4159,13102,554547,79.56,267.67041666666665
4160,13102,557302,236.44,267.67041666666665
4161,13102,559366,413.96,267.67041666666665
4162,13102,561701,234.12,267.67041666666665
4163,13102,561715,308.02,267.67041666666665
4164,13102,567327,331.14,267.67041666666665
4165,13102,573272,366.12,267.67041666666665
4166,13102,576832,263.0,267.67041666666665
4167,13102,580134,308.06,267.67041666666665
4168,13102,581380,194.07,267.67041666666665
4169,13103,573419,243.94,243.94
4170,13104,539567,101.76,183.08
4171,13104,546852,111.96000000000001,183.08
4172,13104,561813,162.72,183.08
4173,13104,566818,202.56,183.08
4174,13104,572328,180.0,183.08
4175,13104,580906,339.48,183.08
4176,13106,561811,76.5,76.5
4177,13107,540639,566.84,382.90500000000003
4178,13107,557132,368.38,382.90500000000003
4179,13107,566772,472.2,382.90500000000003
4180,13107,572900,124.2,382.90500000000003
4181,13108,536621,350.06,350.06
4182,13109,559034,369.85,393.27
4183,13109,570509,416.69,393.27
4184,13110,542908,271.55,212.66714285714286
4185,13110,545324,268.6,212.66714285714286
4186,13110,547881,192.34,212.66714285714286
4187,13110,561206,302.71,212.66714285714286
4188,13110,561207,7.040000000000001,212.66714285714286
4189,13110,571509,204.7,212.66714285714286
4190,13110,575129,241.73,212.66714285714286
4191,13113,537806,372.96999999999997,510.2483333333333
4192,13113,540951,676.6,510.2483333333333
4193,13113,542228,372.29,510.2483333333333
4194,13113,543232,755.05,510.2483333333333
4195,13113,544658,425.91999999999996,510.2483333333333
4196,13113,545638,235.91,510.2483333333333
4197,13113,547201,489.12,510.2483333333333
4198,13113,548318,453.05,510.2483333333333
4199,13113,549664,148.0,510.2483333333333
4200,13113,549669,2.55,510.2483333333333
4201,13113,550362,635.0,510.2483333333333
4202,13113,551211,443.25,510.2483333333333
4203,13113,551566,609.5,510.2483333333333
4204,13113,552955,483.4,510.2483333333333
4205,13113,554071,1961.05,510.2483333333333
4206,13113,555016,792.5,510.2483333333333
4207,13113,557144,600.08,510.2483333333333
4208,13113,558524,187.78,510.2483333333333
4209,13113,562771,657.4,510.2483333333333
4210,13113,563621,485.64,510.2483333333333
4211,13113,570222,475.65999999999997,510.2483333333333
4212,13113,573371,307.08,510.2483333333333
4213,13113,578699,336.96000000000004,510.2483333333333
4214,13113,581586,339.2,510.2483333333333
4215,13115,556102,878.55,573.695
4216,13115,570806,901.07,573.695
4217,13115,571182,15.6,573.695
4218,13115,579134,499.56,573.695
4219,13116,561068,501.14,501.14
4220,13117,536741,202.12,123.11375
4221,13117,538094,186.03,123.11375
4222,13117,541984,111.78,123.11375
4223,13117,545710,90.6,123.11375
4224,13117,550242,65.28,123.11375
4225,13117,552062,95.56,123.11375
4226,13117,562851,90.4,123.11375
4227,13117,577218,143.14,123.11375
4228,13118,544899,190.93,239.56199999999998
4229,13118,548545,423.55,239.56199999999998
4230,13118,553191,185.22000000000003,239.56199999999998
4231,13118,577505,378.31,239.56199999999998
4232,13118,577510,19.8,239.56199999999998
4233,13120,550198,30.6,30.6
4234,13121,546679,283.73,283.73
4235,13122,549964,903.67,461.195
4236,13122,565783,18.72,461.195
4237,13124,539039,1256.32,1288.7766666666666
4238,13124,548666,1317.8,1288.7766666666666
4239,13124,566258,1292.21,1288.7766666666666
4240,13126,537759,203.64,262.455
4241,13126,537761,19.8,262.455
4242,13126,540113,323.87,262.455
4243,13126,546275,209.94,262.455
4244,13126,548520,320.16999999999996,262.455
4245,13126,568590,308.56,262.455
4246,13126,572775,344.21999999999997,262.455
4247,13126,580550,369.44,262.455
4248,13127,567976,259.17,259.17
4249,13130,565780,64.0,64.0
4250,13131,555517,324.9,357.76666666666665
4251,13131,568996,447.3,357.76666666666665
4252,13131,576774,301.1,357.76666666666665
4253,13132,547503,77.3,77.3
4254,13133,543480,52.35,54.9
4255,13133,546331,57.449999999999996,54.9
4256,13134,549951,500.2,448.395
4257,13134,550649,25.5,448.395
4258,13134,556183,360.04,448.395
4259,13134,566789,907.84,448.395
4260,13135,554868,3096.0,3096.0
4261,13136,552817,574.46,521.5219999999999
4262,13136,560691,533.04,521.5219999999999
4263,13136,560693,119.17999999999999,521.5219999999999
4264,13136,566554,921.4,521.5219999999999
4265,13136,571224,459.53,521.5219999999999
4266,13137,543191,217.93,456.30125
4267,13137,548612,645.91,456.30125
4268,13137,561036,301.39,456.30125
4269,13137,564729,292.52,456.30125
4270,13137,566018,473.29,456.30125
4271,13137,573347,576.37,456.30125
4272,13137,575840,682.17,456.30125
4273,13137,579399,460.83,456.30125
4274,13138,536778,193.23,160.39833333333334
4275,13138,549923,193.62,160.39833333333334
4276,13138,561796,102.6,160.39833333333334
4277,13138,567516,198.44,160.39833333333334
4278,13138,572322,143.8,160.39833333333334
4279,13138,577101,130.7,160.39833333333334
4280,13139,547787,409.5,723.5628571428571
4281,13139,552313,760.52,723.5628571428571
4282,13139,563943,540.92,723.5628571428571
4283,13139,568671,1873.6200000000001,723.5628571428571
4284,13139,574834,718.9,723.5628571428571
4285,13139,574835,407.96000000000004,723.5628571428571
4286,13139,578283,353.52,723.5628571428571
4287,13140,537842,159.51,141.24
4288,13140,563441,150.15,141.24
4289,13140,564188,114.06,141.24
4290,13141,542528,215.52,477.75
4291,13141,542543,309.05,477.75
4292,13141,550519,516.28,477.75
4293,13141,552468,360.18,477.75
4294,13141,566979,987.72,477.75
4295,13142,577594,307.09000000000003,307.09000000000003
4296,13144,540777,110.95,110.95
4297,13145,536835,295.0,154.63
4298,13145,562446,118.8,154.63
4299,13145,566083,85.92,154.63
4300,13145,573532,118.8,154.63
4301,13146,576061,228.91,228.91
4302,13147,565127,118.8,178.2
4303,13147,573129,118.8,178.2
4304,13147,575205,237.6,178.2
4305,13147,579451,237.6,178.2
4306,13148,538296,309.4,308.9266666666667
4307,13148,542607,411.75,308.9266666666667
4308,13148,542610,351.56,308.9266666666667
4309,13148,542615,14.95,308.9266666666667
4310,13148,547418,369.09,308.9266666666667
4311,13148,550820,341.58,308.9266666666667
4312,13148,558757,223.92000000000002,308.9266666666667
4313,13148,558759,247.52,308.9266666666667
4314,13148,561686,505.25,308.9266666666667
4315,13148,561687,14.85,308.9266666666667
4316,13148,575640,240.16,308.9266666666667
4317,13148,575680,677.09,308.9266666666667
4318,13149,544802,376.74,419.015
4319,13149,559904,506.15999999999997,419.015
4320,13149,564482,249.72,419.015
4321,13149,578806,543.44,419.015
4322,13151,544286,1257.87,1257.87
4323,13153,580432,486.22,486.22
4324,13155,537370,379.7,242.94
4325,13155,541273,189.5,242.94
4326,13155,567545,313.3,242.94
4327,13155,574735,89.25999999999999,242.94
4328,13157,543919,197.82,435.305
4329,13157,549843,300.12,435.305
4330,13157,560870,375.26,435.305
4331,13157,572225,868.02,435.305
4332,13158,541995,256.40999999999997,300.265
4333,13158,559308,306.42,300.265
4334,13158,563095,305.34,300.265
4335,13158,565727,332.89,300.265
4336,13159,563428,457.31,359.4625
4337,13159,564536,394.28,359.4625
4338,13159,572068,303.7,359.4625
4339,13159,579991,282.56,359.4625
4340,13160,577032,91.8,91.8
4341,13161,542609,112.75,112.75
4342,13162,540501,753.26,422.0725
4343,13162,550805,548.43,422.0725
4344,13162,556099,3.75,422.0725
4345,13162,562838,382.85,422.0725
4346,13165,539978,354.64,510.74
4347,13165,572520,666.84,510.74
4348,13166,545327,417.2,417.2
4349,13167,560535,242.91,197.83249999999998
4350,13167,561922,174.64,197.83249999999998
4351,13167,569364,242.12,197.83249999999998
4352,13167,577721,131.66,197.83249999999998
4353,13168,542112,632.18,329.7975
4354,13168,544465,209.05,329.7975
4355,13168,554492,131.43,329.7975
4356,13168,574247,346.53,329.7975
4357,13169,548660,505.2,356.44
4358,13169,570098,207.68,356.44
4359,13170,575957,116.00999999999999,116.00999999999999
4360,13171,543810,140.35,156.13666666666666
4361,13171,572272,132.54,156.13666666666666
4362,13171,577165,195.52,156.13666666666666
4363,13173,537622,165.94,176.825
4364,13173,580692,187.71,176.825
4365,13174,537224,1415.97,939.0099999999999
4366,13174,542398,692.3,939.0099999999999
4367,13174,578292,708.76,939.0099999999999
4368,13176,572528,492.84,492.84
4369,13177,569732,282.45,282.45
4370,13178,538811,710.0,520.4972727272727
4371,13178,544299,414.0,520.4972727272727
4372,13178,549387,483.0,520.4972727272727
4373,13178,552460,719.8,520.4972727272727
4374,13178,553930,392.4,520.4972727272727
4375,13178,557630,591.73,520.4972727272727
4376,13178,560010,285.0,520.4972727272727
4377,13178,561797,795.8,520.4972727272727
4378,13178,568527,765.0,520.4972727272727
4379,13178,574331,262.26,520.4972727272727
4380,13178,576074,306.48,520.4972727272727
4381,13182,572678,121.18,121.18
4382,13183,540502,625.04,439.75333333333333
4383,13183,547577,513.84,439.75333333333333
4384,13183,553186,388.2,439.75333333333333
4385,13183,559005,302.18,439.75333333333333
4386,13183,561453,353.76,439.75333333333333
4387,13183,564851,211.96,439.75333333333333
4388,13183,566634,690.6,439.75333333333333
4389,13183,574066,443.14,439.75333333333333
4390,13183,580155,429.05999999999995,439.75333333333333
4391,13184,544687,212.51999999999998,170.129
4392,13184,548631,117.4,170.129
4393,13184,550626,185.08,170.129
4394,13184,551149,231.31,170.129
4395,13184,556038,173.66,170.129
4396,13184,559641,365.02,170.129
4397,13184,560200,30.0,170.129
4398,13184,561912,181.16,170.129
4399,13184,561913,8.29,170.129
4400,13184,578786,196.85,170.129
4401,13185,546828,71.4,71.4
4402,13186,562129,988.34,525.2966666666667
4403,13186,565839,313.6,525.2966666666667
4404,13186,573486,273.95,525.2966666666667
4405,13187,540397,236.02,236.02
4406,13188,579185,114.6,114.6
4407,13189,563440,127.0,130.34
4408,13189,577646,133.68,130.34
4409,13192,553703,464.32,455.97
4410,13192,565595,447.62,455.97
4411,13193,570235,117.88,117.88
4412,13194,561384,60.7,60.7
4413,13196,547375,512.13,449.445
4414,13196,567092,1074.82,449.445
4415,13196,579159,152.43,449.445
4416,13196,579160,58.4,449.445
4417,13198,538523,384.55,566.8733333333333
4418,13198,542103,800.1899999999999,566.8733333333333
4419,13198,548728,903.01,566.8733333333333
4420,13198,559095,431.57,566.8733333333333
4421,13198,563017,489.86,566.8733333333333
4422,13198,579473,392.06,566.8733333333333
4423,13199,537698,468.68,258.34526315789475
4424,13199,539254,243.12,258.34526315789475
4425,13199,540181,199.44,258.34526315789475
4426,13199,541108,76.32,258.34526315789475
4427,13199,541407,152.64,258.34526315789475
4428,13199,543017,15.0,258.34526315789475
4429,13199,544125,285.24,258.34526315789475
4430,13199,544129,434.6,258.34526315789475
4431,13199,545535,73.92,258.34526315789475
4432,13199,546831,606.84,258.34526315789475
4433,13199,549938,408.0,258.34526315789475
4434,13199,550531,35.4,258.34526315789475
4435,13199,551146,59.0,258.34526315789475
4436,13199,551955,321.48,258.34526315789475
4437,13199,554818,292.6,258.34526315789475
4438,13199,554821,67.88,258.34526315789475
4439,13199,557017,181.55999999999997,258.34526315789475
4440,13199,557490,243.83999999999997,258.34526315789475
4441,13199,560596,186.2,258.34526315789475
4442,13199,564333,116.16,258.34526315789475
4443,13199,564728,85.92,258.34526315789475
4444,13199,566052,186.32,258.34526315789475
4445,13199,569780,370.9,258.34526315789475
4446,13199,569781,159.24,258.34526315789475
4447,13199,571933,76.32,258.34526315789475
4448,13199,573179,1826.88,258.34526315789475
4449,13199,573230,85.92,258.34526315789475
4450,13199,574935,301.04,258.34526315789475
4451,13199,575027,125.92,258.34526315789475
4452,13199,576693,443.4,258.34526315789475
4453,13199,577605,400.08,258.34526315789475
4454,13199,578014,149.4,258.34526315789475
4455,13199,578694,234.24,258.34526315789475
4456,13199,578695,36.8,258.34526315789475
4457,13199,579452,225.0,258.34526315789475
4458,13199,580031,151.01999999999998,258.34526315789475
4459,13199,580138,188.76,258.34526315789475
4460,13199,580892,302.03999999999996,258.34526315789475
4461,13200,562535,319.32,217.5225
4462,13200,568326,307.69,217.5225
4463,13200,577143,142.88,217.5225
4464,13200,577555,100.2,217.5225
4465,13203,549715,165.71,217.365
4466,13203,562963,144.15,217.365
4467,13203,573552,396.38,217.365
4468,13203,579549,163.22,217.365
4469,13207,559768,197.52,125.13000000000001
4470,13207,578535,52.74,125.13000000000001
4471,13208,543164,168.45,203.98333333333335
4472,13208,549949,205.28,203.98333333333335
4473,13208,553485,326.48,203.98333333333335
4474,13208,559320,134.86,203.98333333333335
4475,13208,570685,382.35,203.98333333333335
4476,13208,570705,6.48,203.98333333333335
4477,13209,538532,318.85,736.4512500000001
4478,13209,541316,111.35,736.4512500000001
4479,13209,551014,1932.24,736.4512500000001
4480,13209,560453,1198.38,736.4512500000001
4481,13209,562166,595.26,736.4512500000001
4482,13209,575331,1049.66,736.4512500000001
4483,13209,575332,85.92,736.4512500000001
4484,13209,575333,599.95,736.4512500000001
4485,13210,565788,353.48,353.48
4486,13211,538668,110.7,399.14000000000004
4487,13211,565664,775.94,399.14000000000004
4488,13211,579462,310.78,399.14000000000004
4489,13212,570237,216.22,262.6933333333333
4490,13212,570240,75.25,262.6933333333333
4491,13212,577506,496.61,262.6933333333333
4492,13213,554441,320.48,304.11600000000004
4493,13213,554508,94.8,304.11600000000004
4494,13213,556254,136.25,304.11600000000004
4495,13213,562209,412.35,304.11600000000004
4496,13213,571189,556.7,304.11600000000004
4497,13216,546832,333.74,333.74
4498,13217,559113,85.0,177.99333333333334
4499,13217,561864,396.96,177.99333333333334
4500,13217,562812,52.02,177.99333333333334
4501,13218,562422,62.64,62.64
4502,13220,550309,83.4,204.8225
4503,13220,551791,476.29,204.8225
4504,13220,555759,166.8,204.8225
4505,13220,567855,92.8,204.8225
4506,13221,539009,498.16,423.70500000000004
4507,13221,549989,349.25,423.70500000000004
4508,13223,550937,100.8,81.6
4509,13223,554269,62.4,81.6
4510,13224,559673,1212.26,1077.975
4511,13224,570448,943.69,1077.975
4512,13225,538526,1206.72,923.4057142857143
4513,13225,540253,1263.72,923.4057142857143
4514,13225,546464,734.44,923.4057142857143
4515,13225,554919,537.0,923.4057142857143
4516,13225,560592,557.6800000000001,923.4057142857143
4517,13225,570429,801.08,923.4057142857143
4518,13225,580910,1363.2,923.4057142857143
4519,13226,546396,108.21000000000001,108.21000000000001
4520,13227,554081,257.7,257.7
4521,13228,567325,358.0,358.0
4522,13229,551392,160.95,160.95
4523,13230,538169,93.45,200.49785714285713
4524,13230,541849,155.64,200.49785714285713
4525,13230,543165,135.55,200.49785714285713
4526,13230,544336,145.57999999999998,200.49785714285713
4527,13230,545460,281.43,200.49785714285713
4528,13230,549294,203.2,200.49785714285713
4529,13230,550189,233.12,200.49785714285713
4530,13230,551152,366.96,200.49785714285713
4531,13230,554074,184.55,200.49785714285713
4532,13230,559549,280.7,200.49785714285713
4533,13230,561081,148.96,200.49785714285713
4534,13230,561082,5.04,200.49785714285713
4535,13230,575731,175.53,200.49785714285713
4536,13230,580695,397.26,200.49785714285713
4537,13232,549562,117.43,193.94285714285712
4538,13232,553184,314.26,193.94285714285712
4539,13232,554933,260.21,193.94285714285712
4540,13232,556467,186.55,193.94285714285712
4541,13232,565324,169.85,193.94285714285712
4542,13232,576025,121.4,193.94285714285712
4543,13232,578849,187.9,193.94285714285712
4544,13233,540477,304.24,302.56
4545,13233,568318,300.88,302.56
4546,13235,552864,1031.07,1031.07
4547,13236,564366,439.23,372.425
4548,13236,576543,305.62,372.425
4549,13238,538865,91.15,175.1825
4550,13238,558430,227.70000000000002,175.1825
4551,13238,576872,277.88,175.1825
4552,13238,578064,104.0,175.1825
4553,13239,547417,329.56,329.56
4554,13240,538015,224.07,165.9125
4555,13240,547873,218.34,165.9125
4556,13240,557310,111.2,165.9125
4557,13240,565441,110.03999999999999,165.9125
4558,13242,552576,41.6,90.13333333333333
4559,13242,552577,62.400000000000006,90.13333333333333
4560,13242,563835,166.4,90.13333333333333
4561,13243,554016,600.07,600.07
4562,13244,565994,121.74000000000001,121.74000000000001
4563,13245,572026,430.5,430.5
4564,13246,541094,336.07,331.21666666666664
4565,13246,541409,347.04,331.21666666666664
4566,13246,544444,400.45,331.21666666666664
4567,13246,553487,564.96,331.21666666666664
4568,13246,557020,212.47,331.21666666666664
4569,13246,577795,126.31,331.21666666666664
4570,13247,567163,305.07,125.28
4571,13247,571898,85.8,125.28
4572,13247,577048,65.7,125.28
4573,13247,577848,44.55,125.28
4574,13248,555486,387.46999999999997,232.83999999999997
4575,13248,562573,78.21000000000001,232.83999999999997
4576,13249,547546,291.84,237.13666666666666
4577,13249,565918,127.73,237.13666666666666
4578,13249,566037,291.84,237.13666666666666
4579,13253,540096,476.48,515.2
4580,13253,559062,553.92,515.2
4581,13255,536416,225.7,199.755
4582,13255,579677,173.81,199.755
4583,13258,553680,224.62,232.85999999999999
4584,13258,576780,370.35999999999996,232.85999999999999
4585,13258,579010,103.6,232.85999999999999
4586,13259,570210,292.32,292.32
4587,13260,570227,557.62,557.62
4588,13261,545042,845.1,472.05
4589,13261,546741,99.0,472.05
4590,13262,547221,200.29,200.29
4591,13263,541509,141.66,212.97342857142857
4592,13263,545690,427.03000000000003,212.97342857142857
4593,13263,546542,308.09000000000003,212.97342857142857
4594,13263,547656,217.56,212.97342857142857
4595,13263,548188,243.81,212.97342857142857
4596,13263,548860,406.82,212.97342857142857
4597,13263,550621,171.01,212.97342857142857
4598,13263,550915,133.59,212.97342857142857
4599,13263,551171,282.7,212.97342857142857
4600,13263,551717,257.86,212.97342857142857
4601,13263,553002,265.14,212.97342857142857
4602,13263,553003,7.800000000000001,212.97342857142857
4603,13263,553702,167.64,212.97342857142857
4604,13263,554598,260.04,212.97342857142857
4605,13263,555260,161.87,212.97342857142857
4606,13263,557064,324.29,212.97342857142857
4607,13263,557068,13.44,212.97342857142857
4608,13263,558461,185.85,212.97342857142857
4609,13263,559168,145.96,212.97342857142857
4610,13263,559887,163.53,212.97342857142857
4611,13263,562347,167.32,212.97342857142857
4612,13263,563031,137.5,212.97342857142857
4613,13263,564199,280.17,212.97342857142857
4614,13263,566605,276.31,212.97342857142857
4615,13263,569037,499.49,212.97342857142857
4616,13263,569518,127.85,212.97342857142857
4617,13263,570650,277.75,212.97342857142857
4618,13263,571900,15.0,212.97342857142857
4619,13263,572073,178.32,212.97342857142857
4620,13263,572746,203.44,212.97342857142857
4621,13263,573070,135.3,212.97342857142857
4622,13263,578258,338.63,212.97342857142857
4623,13263,579147,187.1,212.97342857142857
4624,13263,579980,136.85,212.97342857142857
4625,13263,581407,207.35,212.97342857142857
4626,13265,546324,307.44,421.532
4627,13265,549520,817.4399999999999,421.532
4628,13265,556112,340.78,421.532
4629,13265,566306,336.64,421.532
4630,13265,571496,305.36,421.532
4631,13266,547891,302.21999999999997,319.52166666666665
4632,13266,549102,303.95,319.52166666666665
4633,13266,550579,319.47999999999996,319.52166666666665
4634,13266,551963,305.9,319.52166666666665
4635,13266,553923,279.02,319.52166666666665
4636,13266,555849,315.86,319.52166666666665
4637,13266,558868,375.21999999999997,319.52166666666665
4638,13266,563744,333.93,319.52166666666665
4639,13266,568143,305.77,319.52166666666665
4640,13266,573102,382.34000000000003,319.52166666666665
4641,13266,575634,301.06,319.52166666666665
4642,13266,579174,309.51,319.52166666666665
4643,13267,537671,328.45,237.97315789473683
4644,13267,538795,293.85,237.97315789473683
4645,13267,540915,311.67,237.97315789473683
4646,13267,546031,201.5,237.97315789473683
4647,13267,546032,85.15,237.97315789473683
4648,13267,546033,15.9,237.97315789473683
4649,13267,547515,330.52,237.97315789473683
4650,13267,550912,313.65,237.97315789473683
4651,13267,554368,257.39,237.97315789473683
4652,13267,554369,9.96,237.97315789473683
4653,13267,554370,62.1,237.97315789473683
4654,13267,558885,227.95,237.97315789473683
4655,13267,558886,49.5,237.97315789473683
4656,13267,563905,313.35,237.97315789473683
4657,13267,566061,318.4,237.97315789473683
4658,13267,574313,367.69,237.97315789473683
4659,13267,575643,384.88,237.97315789473683
4660,13267,577851,348.38,237.97315789473683
4661,13267,581059,301.2,237.97315789473683
4662,13268,546850,653.57,292.24454545454546
4663,13268,548388,457.42,292.24454545454546
4664,13268,549787,180.43,292.24454545454546
4665,13268,551776,250.04,292.24454545454546
4666,13268,554630,296.32,292.24454545454546
4667,13268,557854,312.47,292.24454545454546
4668,13268,567043,318.57,292.24454545454546
4669,13268,573814,413.40999999999997,292.24454545454546
4670,13268,576347,8.2,292.24454545454546
4671,13268,577869,302.21999999999997,292.24454545454546
4672,13268,577906,22.04,292.24454545454546
4673,13269,537058,351.43,356.4153333333333
4674,13269,538645,310.74,356.4153333333333
4675,13269,548708,704.6,356.4153333333333
4676,13269,550784,370.68,356.4153333333333
4677,13269,552007,310.78,356.4153333333333
4678,13269,556528,312.44,356.4153333333333
4679,13269,559811,305.1,356.4153333333333
4680,13269,564022,315.68,356.4153333333333
4681,13269,566393,362.18,356.4153333333333
4682,13269,569536,476.52,356.4153333333333
4683,13269,569537,97.7,356.4153333333333
4684,13269,577140,55.6,356.4153333333333
4685,13269,577141,553.14,356.4153333333333
4686,13269,579144,485.96,356.4153333333333
4687,13269,581415,333.67999999999995,356.4153333333333
4688,13270,537833,590.0,590.0
4689,13271,574063,217.38,217.38
4690,13272,566248,140.96,138.28
4691,13272,575088,135.6,138.28
4692,13273,563703,138.98,138.98
4693,13276,565087,137.38,295.46500000000003
4694,13276,570118,453.55,295.46500000000003
4695,13277,561696,75.9,64.6
4696,13277,563357,50.0,64.6
4697,13277,576225,49.5,64.6
4698,13277,578343,83.0,64.6
4699,13278,573339,542.73,542.73
4700,13279,567922,137.75,137.75
4701,13280,540373,307.35,271.62
4702,13280,542408,392.01,271.62
4703,13280,562782,115.5,271.62
4704,13282,551653,344.7,377.37999999999994
4705,13282,558557,428.4,377.37999999999994
4706,13282,577770,359.03999999999996,377.37999999999994
4707,13283,555839,25.5,46.83
4708,13283,570506,68.16,46.83
4709,13284,540993,201.19,201.19
4710,13285,544685,666.89,677.28
4711,13285,551275,506.38,677.28
4712,13285,558731,796.83,677.28
4713,13285,576771,739.02,677.28
4714,13291,559200,361.11,361.11
4715,13292,545184,249.57,289.47
4716,13292,573769,329.37,289.47
4717,13294,548780,483.65,436.87
4718,13294,555408,390.09000000000003,436.87
4719,13295,538944,201.2,201.2
4720,13296,561193,87.4,87.4
4721,13297,569363,1315.3799999999999,522.4625
4722,13297,576633,356.39,522.4625
4723,13297,576634,94.56,522.4625
4724,13297,580143,323.52,522.4625
4725,13298,581385,360.0,360.0
4726,13299,546752,142.5,142.5
4727,13300,557875,371.89,371.89
4728,13301,544454,173.91,154.52249999999998
4729,13301,551520,153.85999999999999,154.52249999999998
4730,13301,558875,153.13,154.52249999999998
4731,13301,564718,137.19,154.52249999999998
4732,13302,559353,63.75,63.75
4733,13304,539981,300.42,300.42
4734,13305,536671,136.2,200.08599999999998
4735,13305,544195,152.7,200.08599999999998
4736,13305,546402,156.6,200.08599999999998
4737,13305,549467,194.75,200.08599999999998
4738,13305,560231,250.95,200.08599999999998
4739,13305,563454,194.55,200.08599999999998
4740,13305,565082,75.3,200.08599999999998
4741,13305,565926,310.2,200.08599999999998
4742,13305,577176,316.45,200.08599999999998
4743,13305,580684,213.16,200.08599999999998
4744,13307,563092,15.0,15.0
4745,13308,554013,814.95,461.83666666666664
4746,13308,571694,284.68,461.83666666666664
4747,13308,576905,285.88,461.83666666666664
4748,13309,543196,390.71,291.358
4749,13309,553490,155.93,291.358
4750,13309,566424,381.5,291.358
4751,13309,572673,293.77,291.358
4752,13309,580364,234.88,291.358
4753,13310,541590,410.18,377.3433333333333
4754,13310,553504,407.46999999999997,377.3433333333333
4755,13310,575929,314.38,377.3433333333333
4756,13311,559806,490.11,299.285
4757,13311,580642,108.46,299.285
4758,13313,539993,307.3,311.064
4759,13313,552288,302.44,311.064
4760,13313,560915,308.6,311.064
4761,13313,574393,324.3,311.064
4762,13313,577099,312.68,311.064
4763,13314,568394,499.62,258.6466666666667
4764,13314,570123,89.85,258.6466666666667
4765,13314,581357,186.47,258.6466666666667
4766,13316,548324,1622.48,1494.4325
4767,13316,561873,2157.5,1494.4325
4768,13316,567615,683.58,1494.4325
4769,13316,574049,1514.17,1494.4325
4770,13317,539082,205.8,378.9466666666667
4771,13317,539083,32.25,378.9466666666667
4772,13317,550125,444.63,378.9466666666667
4773,13317,554560,424.0,378.9466666666667
4774,13317,554561,207.3,378.9466666666667
4775,13317,569493,959.7,378.9466666666667
4776,13318,574047,302.96,213.58666666666667
4777,13318,580436,186.96,213.58666666666667
4778,13318,581461,150.84,213.58666666666667
4779,13319,537889,670.48,417.1365384615384
4780,13319,537891,88.8,417.1365384615384
4781,13319,539592,14.85,417.1365384615384
4782,13319,539593,776.9499999999999,417.1365384615384
4783,13319,540015,510.89,417.1365384615384
4784,13319,543486,510.07,417.1365384615384
4785,13319,543487,197.0,417.1365384615384
4786,13319,546522,373.84,417.1365384615384
4787,13319,546523,52.2,417.1365384615384
4788,13319,548740,599.84,417.1365384615384
4789,13319,553220,732.92,417.1365384615384
4790,13319,555634,210.06,417.1365384615384
4791,13319,555635,272.0,417.1365384615384
4792,13319,557801,573.54,417.1365384615384
4793,13319,559989,521.49,417.1365384615384
4794,13319,559990,87.3,417.1365384615384
4795,13319,561615,358.64,417.1365384615384
4796,13319,563723,346.2,417.1365384615384
4797,13319,566087,493.4,417.1365384615384
4798,13319,569403,678.11,417.1365384615384
4799,13319,569404,180.0,417.1365384615384
4800,13319,575656,1855.99,417.1365384615384
4801,13319,575657,112.03999999999999,417.1365384615384
4802,13319,575658,24.96,417.1365384615384
4803,13319,578085,294.88,417.1365384615384
4804,13319,580506,309.1,417.1365384615384
4805,13320,552544,319.81,387.175
